Country,Year,Points_type,From,To,Points
dublin-1994,1994,Points given,croatia,united kingdom,6
dublin-1994,1994,Points given,croatia,hungary,5
dublin-1994,1994,Points given,croatia,bosnia & herzegovina,4
dublin-1994,1994,Points given,croatia,norway,3
dublin-1994,1994,Points given,croatia,austria,2
dublin-1994,1994,Points given,croatia,russia,1
dublin-1994,1994,Points given,portugal,ireland,12
dublin-1994,1994,Points given,portugal,germany,10
dublin-1994,1994,Points given,portugal,united kingdom,8
dublin-1994,1994,Points given,portugal,poland,7
dublin-1994,1994,Points given,portugal,france,6
dublin-1994,1994,Points given,portugal,cyprus,5
dublin-1994,1994,Points given,portugal,malta,4
dublin-1994,1994,Points given,portugal,iceland,3
dublin-1994,1994,Points given,portugal,russia,2
dublin-1994,1994,Points given,portugal,hungary,1
dublin-1994,1994,Points given,switzerland,ireland,12
dublin-1994,1994,Points given,switzerland,poland,10
dublin-1994,1994,Points given,switzerland,united kingdom,8
dublin-1994,1994,Points given,switzerland,sweden,7
dublin-1994,1994,Points given,switzerland,malta,6
dublin-1994,1994,Points given,switzerland,portugal,5
dublin-1994,1994,Points given,switzerland,hungary,4
dublin-1994,1994,Points given,switzerland,iceland,3
dublin-1994,1994,Points given,switzerland,cyprus,2
dublin-1994,1994,Points given,switzerland,norway,1
dublin-1994,1994,Points given,estonia,poland,12
dublin-1994,1994,Points given,estonia,ireland,10
dublin-1994,1994,Points given,estonia,norway,8
dublin-1994,1994,Points given,estonia,malta,7
dublin-1994,1994,Points given,estonia,france,6
dublin-1994,1994,Points given,estonia,united kingdom,5
dublin-1994,1994,Points given,estonia,hungary,4
dublin-1994,1994,Points given,estonia,germany,3
dublin-1994,1994,Points given,estonia,sweden,2
dublin-1994,1994,Points given,estonia,russia,1
dublin-1994,1994,Points given,romania,germany,12
dublin-1994,1994,Points given,romania,malta,10
dublin-1994,1994,Points given,romania,ireland,8
dublin-1994,1994,Points given,romania,poland,7
dublin-1994,1994,Points given,romania,greece,6
dublin-1994,1994,Points given,romania,spain,5
dublin-1994,1994,Points given,romania,norway,4
dublin-1994,1994,Points given,romania,russia,3
dublin-1994,1994,Points given,romania,hungary,2
dublin-1994,1994,Points given,romania,austria,1
dublin-1994,1994,Points given,malta,slovakia,12
dublin-1994,1994,Points given,malta,croatia,10
dublin-1994,1994,Points given,malta,switzerland,8
dublin-1994,1994,Points given,malta,bosnia & herzegovina,7
dublin-1994,1994,Points given,malta,romania,6
dublin-1994,1994,Points given,malta,ireland,5
dublin-1994,1994,Points given,malta,greece,4
dublin-1994,1994,Points given,malta,sweden,3
dublin-1994,1994,Points given,malta,poland,2
dublin-1994,1994,Points given,malta,portugal,1
dublin-1994,1994,Points given,the-netherlands,ireland,12
dublin-1994,1994,Points given,the-netherlands,hungary,10
dublin-1994,1994,Points given,the-netherlands,poland,8
dublin-1994,1994,Points given,the-netherlands,norway,7
dublin-1994,1994,Points given,the-netherlands,sweden,6
dublin-1994,1994,Points given,the-netherlands,russia,5
dublin-1994,1994,Points given,the-netherlands,germany,4
dublin-1994,1994,Points given,the-netherlands,portugal,3
dublin-1994,1994,Points given,the-netherlands,united kingdom,2
dublin-1994,1994,Points given,the-netherlands,malta,1
dublin-1994,1994,Points given,germany,ireland,12
dublin-1994,1994,Points given,germany,poland,10
dublin-1994,1994,Points given,germany,france,8
dublin-1994,1994,Points given,germany,hungary,7
dublin-1994,1994,Points given,germany,russia,6
dublin-1994,1994,Points given,germany,sweden,5
dublin-1994,1994,Points given,germany,united kingdom,4
dublin-1994,1994,Points given,germany,malta,3
dublin-1994,1994,Points given,germany,norway,2
dublin-1994,1994,Points given,germany,greece,1
dublin-1994,1994,Points given,slovakia,croatia,12
dublin-1994,1994,Points given,slovakia,malta,10
dublin-1994,1994,Points given,slovakia,bosnia & herzegovina,8
dublin-1994,1994,Points given,slovakia,germany,7
dublin-1994,1994,Points given,slovakia,ireland,6
dublin-1994,1994,Points given,slovakia,greece,5
dublin-1994,1994,Points given,slovakia,poland,4
dublin-1994,1994,Points given,slovakia,united kingdom,3
dublin-1994,1994,Points given,slovakia,spain,2
dublin-1994,1994,Points given,slovakia,iceland,1
dublin-1994,1994,Points given,lithuania,poland,12
dublin-1994,1994,Points given,lithuania,ireland,10
dublin-1994,1994,Points given,lithuania,france,8
dublin-1994,1994,Points given,lithuania,malta,7
dublin-1994,1994,Points given,lithuania,russia,6
dublin-1994,1994,Points given,lithuania,sweden,5
dublin-1994,1994,Points given,lithuania,germany,4
dublin-1994,1994,Points given,lithuania,iceland,3
dublin-1994,1994,Points given,lithuania,romania,2
dublin-1994,1994,Points given,lithuania,norway,1
dublin-1994,1994,Points given,norway,ireland,12
dublin-1994,1994,Points given,norway,sweden,10
dublin-1994,1994,Points given,norway,hungary,8
dublin-1994,1994,Points given,norway,france,7
dublin-1994,1994,Points given,norway,poland,6
dublin-1994,1994,Points given,norway,cyprus,5
dublin-1994,1994,Points given,norway,greece,4
dublin-1994,1994,Points given,norway,russia,3
dublin-1994,1994,Points given,norway,united kingdom,2
dublin-1994,1994,Points given,norway,germany,1
dublin-1994,1994,Points given,greece,cyprus,12
dublin-1994,1994,Points given,greece,finland,10
dublin-1994,1994,Points given,greece,spain,8
dublin-1994,1994,Points given,greece,malta,7
dublin-1994,1994,Points given,greece,romania,6
dublin-1994,1994,Points given,greece,croatia,5
dublin-1994,1994,Points given,greece,russia,4
dublin-1994,1994,Points given,greece,slovakia,3
dublin-1994,1994,Points given,greece,estonia,2
dublin-1994,1994,Points given,greece,norway,1
dublin-1994,1994,Points given,austria,poland,12
dublin-1994,1994,Points given,austria,ireland,10
dublin-1994,1994,Points given,austria,hungary,8
dublin-1994,1994,Points given,austria,france,7
dublin-1994,1994,Points given,austria,russia,6
dublin-1994,1994,Points given,austria,sweden,5
dublin-1994,1994,Points given,austria,the netherlands,4
dublin-1994,1994,Points given,austria,iceland,3
dublin-1994,1994,Points given,austria,germany,2
dublin-1994,1994,Points given,austria,united kingdom,1
dublin-1994,1994,Points given,spain,portugal,12
dublin-1994,1994,Points given,spain,ireland,10
dublin-1994,1994,Points given,spain,germany,8
dublin-1994,1994,Points given,spain,bosnia & herzegovina,7
dublin-1994,1994,Points given,spain,iceland,6
dublin-1994,1994,Points given,spain,norway,5
dublin-1994,1994,Points given,spain,cyprus,4
dublin-1994,1994,Points given,spain,united kingdom,3
dublin-1994,1994,Points given,spain,switzerland,2
dublin-1994,1994,Points given,spain,sweden,1
dublin-1994,1994,Points given,hungary,germany,12
dublin-1994,1994,Points given,hungary,ireland,10
dublin-1994,1994,Points given,hungary,poland,8
dublin-1994,1994,Points given,hungary,portugal,7
dublin-1994,1994,Points given,hungary,russia,6
dublin-1994,1994,Points given,hungary,norway,5
dublin-1994,1994,Points given,hungary,greece,4
dublin-1994,1994,Points given,hungary,united kingdom,3
dublin-1994,1994,Points given,hungary,sweden,2
dublin-1994,1994,Points given,hungary,bosnia & herzegovina,1
dublin-1994,1994,Points given,russia,ireland,12
dublin-1994,1994,Points given,russia,france,10
dublin-1994,1994,Points given,russia,norway,8
dublin-1994,1994,Points given,russia,germany,7
dublin-1994,1994,Points given,russia,poland,6
dublin-1994,1994,Points given,russia,united kingdom,5
dublin-1994,1994,Points given,russia,portugal,4
dublin-1994,1994,Points given,russia,hungary,3
dublin-1994,1994,Points given,russia,cyprus,2
dublin-1994,1994,Points given,russia,iceland,1
dublin-1994,1994,Points given,poland,hungary,12
dublin-1994,1994,Points given,poland,russia,10
dublin-1994,1994,Points given,poland,ireland,8
dublin-1994,1994,Points given,poland,germany,7
dublin-1994,1994,Points given,poland,france,6
dublin-1994,1994,Points given,poland,cyprus,5
dublin-1994,1994,Points given,poland,iceland,4
dublin-1994,1994,Points given,poland,united kingdom,3
dublin-1994,1994,Points given,poland,greece,2
dublin-1994,1994,Points given,poland,portugal,1
dublin-1994,1994,Points given,france,poland,12
dublin-1994,1994,Points given,france,bosnia & herzegovina,10
dublin-1994,1994,Points given,france,ireland,8
dublin-1994,1994,Points given,france,hungary,7
dublin-1994,1994,Points given,france,portugal,6
dublin-1994,1994,Points given,france,switzerland,5
dublin-1994,1994,Points given,france,iceland,4
dublin-1994,1994,Points given,france,cyprus,3
dublin-1994,1994,Points given,france,spain,2
dublin-1994,1994,Points given,france,russia,1
millstreet-1993,1993,Points given,italy,ireland,12
millstreet-1993,1993,Points given,italy,switzerland,10
millstreet-1993,1993,Points given,italy,germany,8
millstreet-1993,1993,Points given,italy,malta,7
millstreet-1993,1993,Points given,italy,the netherlands,6
millstreet-1993,1993,Points given,italy,spain,5
millstreet-1993,1993,Points given,italy,slovenia,4
millstreet-1993,1993,Points given,italy,bosnia & herzegovina,3
millstreet-1993,1993,Points given,italy,greece,2
millstreet-1993,1993,Points given,italy,united kingdom,1
millstreet-1993,1993,Points given,turkey,bosnia & herzegovina,12
millstreet-1993,1993,Points given,turkey,norway,10
millstreet-1993,1993,Points given,turkey,united kingdom,8
millstreet-1993,1993,Points given,turkey,france,7
millstreet-1993,1993,Points given,turkey,the netherlands,6
millstreet-1993,1993,Points given,turkey,malta,5
millstreet-1993,1993,Points given,turkey,austria ,4
millstreet-1993,1993,Points given,turkey,finland,3
millstreet-1993,1993,Points given,turkey,greece,2
millstreet-1993,1993,Points given,turkey,ireland,1
millstreet-1993,1993,Points given,germany,switzerland,12
millstreet-1993,1993,Points given,germany,norway,10
millstreet-1993,1993,Points given,germany,sweden,8
millstreet-1993,1993,Points given,germany,the netherlands,7
millstreet-1993,1993,Points given,germany,united kingdom,6
millstreet-1993,1993,Points given,germany,ireland,5
millstreet-1993,1993,Points given,germany,malta,4
millstreet-1993,1993,Points given,germany,belgium,3
millstreet-1993,1993,Points given,germany,greece,2
millstreet-1993,1993,Points given,germany,portugal,1
millstreet-1993,1993,Points given,switzerland,ireland,12
millstreet-1993,1993,Points given,switzerland,norway,10
millstreet-1993,1993,Points given,switzerland,sweden,8
millstreet-1993,1993,Points given,switzerland,malta,7
millstreet-1993,1993,Points given,switzerland,spain,6
millstreet-1993,1993,Points given,switzerland,united kingdom,5
millstreet-1993,1993,Points given,switzerland,france,4
millstreet-1993,1993,Points given,switzerland,croatia,3
millstreet-1993,1993,Points given,switzerland,germany,2
millstreet-1993,1993,Points given,switzerland,italy,1
millstreet-1993,1993,Points given,denmark,france,12
millstreet-1993,1993,Points given,denmark,switzerland,10
millstreet-1993,1993,Points given,denmark,united kingdom,8
millstreet-1993,1993,Points given,denmark,sweden,7
millstreet-1993,1993,Points given,denmark,ireland,6
millstreet-1993,1993,Points given,denmark,malta,5
millstreet-1993,1993,Points given,denmark,iceland,4
millstreet-1993,1993,Points given,denmark,germany,3
millstreet-1993,1993,Points given,denmark,cyprus,2
millstreet-1993,1993,Points given,denmark,portugal,1
millstreet-1993,1993,Points given,greece,norway,12
millstreet-1993,1993,Points given,greece,cyprus,10
millstreet-1993,1993,Points given,greece,finland,8
millstreet-1993,1993,Points given,greece,switzerland,7
millstreet-1993,1993,Points given,greece,ireland,6
millstreet-1993,1993,Points given,greece,malta,5
millstreet-1993,1993,Points given,greece,iceland,4
millstreet-1993,1993,Points given,greece,france,3
millstreet-1993,1993,Points given,greece,portugal,2
millstreet-1993,1993,Points given,greece,austria,1
millstreet-1993,1993,Points given,belgium,united kingdom,12
millstreet-1993,1993,Points given,belgium,sweden,10
millstreet-1993,1993,Points given,belgium,switzerland,8
millstreet-1993,1993,Points given,belgium,the netherlands,7
millstreet-1993,1993,Points given,belgium,norway,6
millstreet-1993,1993,Points given,belgium,spain,5
millstreet-1993,1993,Points given,belgium,croatia,4
millstreet-1993,1993,Points given,belgium,austria,3
millstreet-1993,1993,Points given,belgium,ireland,2
millstreet-1993,1993,Points given,belgium,bosnia & herzegovina,1
millstreet-1993,1993,Points given,malta,ireland,12
millstreet-1993,1993,Points given,malta,luxembourg,10
millstreet-1993,1993,Points given,malta,spain,8
millstreet-1993,1993,Points given,malta,italy,7
millstreet-1993,1993,Points given,malta,greece,6
millstreet-1993,1993,Points given,malta,switzerland,5
millstreet-1993,1993,Points given,malta,bosnia & herzegovina,4
millstreet-1993,1993,Points given,malta,the netherlands,3
millstreet-1993,1993,Points given,malta,finland,2
millstreet-1993,1993,Points given,malta,slovenia,1
millstreet-1993,1993,Points given,iceland,united kingdom,12
millstreet-1993,1993,Points given,iceland,norway,10
millstreet-1993,1993,Points given,iceland,france,8
millstreet-1993,1993,Points given,iceland,sweden,7
millstreet-1993,1993,Points given,iceland,the netherlands,6
millstreet-1993,1993,Points given,iceland,finland,5
millstreet-1993,1993,Points given,iceland,switzerland,4
millstreet-1993,1993,Points given,iceland,ireland,3
millstreet-1993,1993,Points given,iceland,portugal,2
millstreet-1993,1993,Points given,iceland,turkey,1
millstreet-1993,1993,Points given,austria,united kingdom,12
millstreet-1993,1993,Points given,austria,sweden,10
millstreet-1993,1993,Points given,austria,ireland,8
millstreet-1993,1993,Points given,austria,france,7
millstreet-1993,1993,Points given,austria,switzerland,6
millstreet-1993,1993,Points given,austria,portugal,5
millstreet-1993,1993,Points given,austria,malta,4
millstreet-1993,1993,Points given,austria,the netherlands,3
millstreet-1993,1993,Points given,austria,spain,2
millstreet-1993,1993,Points given,austria,iceland,1
millstreet-1993,1993,Points given,portugal,france,12
millstreet-1993,1993,Points given,portugal,italy,10
millstreet-1993,1993,Points given,portugal,norway,8
millstreet-1993,1993,Points given,portugal,united kingdom,7
millstreet-1993,1993,Points given,portugal,ireland,6
millstreet-1993,1993,Points given,portugal,croatia,5
millstreet-1993,1993,Points given,portugal,sweden,4
millstreet-1993,1993,Points given,portugal,israel,3
millstreet-1993,1993,Points given,portugal,malta,2
millstreet-1993,1993,Points given,portugal,switzerland ,1
millstreet-1993,1993,Points given,france,switzerland,12
millstreet-1993,1993,Points given,france,ireland,10
millstreet-1993,1993,Points given,france,portugal,8
millstreet-1993,1993,Points given,france,greece,7
millstreet-1993,1993,Points given,france,united kingdom,6
millstreet-1993,1993,Points given,france,italy,5
millstreet-1993,1993,Points given,france,bosnia & herzegovina,4
millstreet-1993,1993,Points given,france,austria,3
millstreet-1993,1993,Points given,france,malta,2
millstreet-1993,1993,Points given,france,israel,1
millstreet-1993,1993,Points given,sweden,ireland,12
millstreet-1993,1993,Points given,sweden,united kingdom,10
millstreet-1993,1993,Points given,sweden,france,8
millstreet-1993,1993,Points given,sweden,iceland,7
millstreet-1993,1993,Points given,sweden,switzerland,6
millstreet-1993,1993,Points given,sweden,the netherlands,5
millstreet-1993,1993,Points given,sweden,malta,4
millstreet-1993,1993,Points given,sweden,slovenia,3
millstreet-1993,1993,Points given,sweden,portugal,2
millstreet-1993,1993,Points given,sweden,denmark,1
millstreet-1993,1993,Points given,ireland,the netherlands,12
millstreet-1993,1993,Points given,ireland,france,10
millstreet-1993,1993,Points given,ireland,united kingdom,8
millstreet-1993,1993,Points given,ireland,switzerland,7
millstreet-1993,1993,Points given,ireland,austria,6
millstreet-1993,1993,Points given,ireland,norway,5
millstreet-1993,1993,Points given,ireland,germany,4
millstreet-1993,1993,Points given,ireland,bosnia & herzegovina,3
millstreet-1993,1993,Points given,ireland,malta,2
millstreet-1993,1993,Points given,ireland,iceland,1
millstreet-1993,1993,Points given,luxembourg,switzerland,12
millstreet-1993,1993,Points given,luxembourg,italy,10
millstreet-1993,1993,Points given,luxembourg,united kingdom,8
millstreet-1993,1993,Points given,luxembourg,ireland,7
millstreet-1993,1993,Points given,luxembourg,france,6
millstreet-1993,1993,Points given,luxembourg,sweden,5
millstreet-1993,1993,Points given,luxembourg,portugal,4
millstreet-1993,1993,Points given,luxembourg,denmark,3
millstreet-1993,1993,Points given,luxembourg,finland,2
millstreet-1993,1993,Points given,luxembourg,norway,1
millstreet-1993,1993,Points given,slovenia,ireland,12
millstreet-1993,1993,Points given,slovenia,united kingdom,10
millstreet-1993,1993,Points given,slovenia,switzerland,8
millstreet-1993,1993,Points given,slovenia,the netherlands,7
